ID_RESIDENCIA;AREA;QUARTOS;BANHEIROS;ANDARES;FLAG_CENTRO;FLAG_QUARTO_HOSPEDE;FLAG_PORAO;FLAG_AGUA_MORNA;FLAG_AR_CONDICIONADO;VAGAS_ESTACIONAMENTO;FLAG_AREA_PREFERENCIAL;MOBILIADA;PRECO;PRECO_ESTIMADO
A225;10240;2.0;1.0;1;SIM;NAO;;NAO;SIM;2.0;SIM;NAO;4760000;6318480.547857754
A226;6440;2.0;1.0;1;SIM;NAO;NAO;NAO;SIM;3.0;NAO;PARCIALMENTE;4753000;5387969.167528246
A227;5170;3.0;1.0;4;SIM;NAO;NAO;NAO;SIM;0.0;NAO;PARCIALMENTE;4690000;5789560.817642659
A228;6000;2.0;1.0;1;SIM;NAO;SIM;NAO;SIM;1.0;NAO;SIM;4690000;5168702.696872793
A229;3630;3.0;1.0;2;SIM;NAO;NAO;NAO;NAO;2.0;NAO;PARCIALMENTE;4690000;4226954.26236535
A230;9667;4.0;2.0;2;SIM;SIM;SIM;NAO;NAO;1.0;NAO;PARCIALMENTE;4690000;6982214.576737532
A231;5400;2.0;;2;SIM;NAO;NAO;;NAO;0.0;SIM;PARCIALMENTE;4690000;4517705.810524575
A232;4320;3.0;1.0;1;SIM;NAO;NAO;NAO;NAO;0.0;SIM;PARCIALMENTE;4690000;3941154.3188288286
A233;3745;3.0;1.0;2;SIM;NAO;SIM;NAO;NAO;0.0;NAO;SIM;4655000;4132548.547046005
A234;4160;3.0;1.0;1;SIM;SIM;SIM;NAO;SIM;0.0;NAO;NAO;4620000;4515866.261538239
A235;3880;3.0;2.0;2;SIM;NAO;SIM;NAO;NAO;2.0;NAO;PARCIALMENTE;4620000;5496726.3194268495
A236;5680;3.0;;2;SIM;SIM;NAO;;SIM;1.0;NAO;PARCIALMENTE;4620000;5576287.974669306
A237;2870;2.0;1.0;2;SIM;SIM;SIM;NAO;NAO;0.0;SIM;PARCIALMENTE;4620000;4678050.221752801
A238;5010;3.0;1.0;2;SIM;NAO;SIM;NAO;NAO;0.0;NAO;PARCIALMENTE;4620000;4289668.418086968
A239;4510;;2.0;2;SIM;NAO;SIM;NAO;NAO;0.0;NAO;PARCIALMENTE;4613000;5002583.732319768
A240;4000;;1.0;2;SIM;NAO;NAO;NAO;NAO;1.0;NAO;SIM;4585000;4119729.2185702357
A241;3840;;1.0;2;SIM;NAO;NAO;NAO;NAO;1.0;SIM;;4585000;4644780.570155313
A242;3760;;1.0;1;SIM;NAO;NAO;NAO;NAO;2.0;NAO;PARCIALMENTE;4550000;3762525.2029045434
A243;3640;;1.0;2;SIM;NAO;NAO;NAO;SIM;0.0;NAO;SIM;4550000;4585471.302362144
A244;2550;3.0;1.0;2;SIM;NAO;SIM;NAO;NAO;0.0;NAO;SIM;4550000;3863704.2179889814
A245;5320;3.0;1.0;2;SIM;SIM;SIM;NAO;NAO;0.0;SIM;PARCIALMENTE;4550000;5389333.851734351
A246;5360;3.0;1.0;2;SIM;NAO;NAO;;NAO;;SIM;NAO;4550000;4373830.562696965
A247;3520;3.0;1.0;1;SIM;NAO;NAO;NAO;NAO;0.0;SIM;PARCIALMENTE;4550000;3761174.851677683
A248;8400;4.0;1.0;4;SIM;NAO;NAO;NAO;NAO;3.0;NAO;;4550000;6765468.001575261
A249;4100;2.0;2.0;1;SIM;SIM;SIM;;NAO;0.0;NAO;PARCIALMENTE;4543000;4597975.504419994
A250;4990;4.0;;2;SIM;SIM;SIM;;NAO;0.0;SIM;SIM;4543000;5602661.494757457
A251;3510;3.0;;3;SIM;NAO;NAO;NAO;NAO;0.0;NAO;PARCIALMENTE;4515000;4057756.6476769364
A252;3450;3.0;1.0;2;SIM;NAO;SIM;NAO;NAO;;NAO;PARCIALMENTE;4515000;3938708.457142234
A253;9860;3.0;1.0;1;SIM;NAO;NAO;;NAO;0.0;NAO;PARCIALMENTE;4515000;4498992.222443419
A254;3520;2.0;1.0;2;SIM;NAO;NAO;NAO;NAO;0.0;SIM;SIM;4515000;4222226.72411117
A255;4510;4.0;1.0;2;SIM;NAO;NAO;NAO;SIM;2.0;NAO;PARCIALMENTE;4480000;5449699.240817005
A256;5885;2.0;1.0;1;SIM;NAO;NAO;NAO;SIM;1.0;NAO;NAO;4480000;4332259.20840231
A257;4000;3.0;1.0;2;SIM;NAO;NAO;;NAO;2.0;NAO;SIM;4480000;4437667.42731454
A258;8250;3.0;1.0;1;SIM;NAO;NAO;NAO;NAO;0.0;NAO;SIM;4480000;4264256.206193524
A259;4040;3.0;1.0;2;SIM;NAO;NAO;NAO;NAO;1.0;NAO;PARCIALMENTE;4480000;4001255.530536007
A260;6360;2.0;1.0;1;SIM;NAO;SIM;NAO;SIM;1.0;NAO;SIM;4473000;5249693.457090808
A261;3162;3.0;1.0;2;SIM;NAO;NAO;;SIM;1.0;NAO;SIM;4473000;4795871.779483639
A262;3510;3.0;1.0;2;SIM;NAO;NAO;NAO;NAO;0.0;NAO;PARCIALMENTE;4473000;3564080.924804069
A263;3750;2.0;1.0;1;SIM;SIM;SIM;NAO;NAO;0.0;NAO;PARCIALMENTE;4445000;3693832.006339101
A264;3968;3.0;1.0;2;NAO;NAO;NAO;NAO;NAO;0.0;NAO;PARCIALMENTE;4410000;3257411.0712446906
A265;4900;2.0;1.0;2;SIM;NAO;SIM;NAO;NAO;0.0;NAO;PARCIALMENTE;4410000;4104824.729522518
A266;2880;3.0;1.0;2;SIM;NAO;NAO;NAO;NAO;0.0;SIM;;4403000;4110867.0008296343
A267;4880;3.0;1.0;1;SIM;NAO;NAO;NAO;NAO;2.0;SIM;NAO;4403000;4408043.57702202
A268;4920;3.0;1.0;2;SIM;NAO;NAO;;NAO;1.0;NAO;PARCIALMENTE;4403000;4199232.944402267
A269;4950;4.0;1.0;2;SIM;NAO;NAO;NAO;SIM;0.0;NAO;PARCIALMENTE;4382000;4912811.530261526
A270;3900;3.0;;2;SIM;NAO;NAO;NAO;NAO;0.0;NAO;NAO;4375000;3356848.128739033
A271;4500;3.0;2.0;3;SIM;NAO;NAO;SIM;NAO;;NAO;SIM;4340000;6209721.78238925
A272;1905;5.0;1.0;2;NAO;NAO;SIM;NAO;NAO;0.0;NAO;PARCIALMENTE;4340000;3501608.0363655095
A273;4075;3.0;1.0;1;SIM;SIM;SIM;NAO;NAO;2.0;NAO;PARCIALMENTE;4340000;4562921.59418903
A274;3500;4.0;;2;SIM;NAO;NAO;NAO;NAO;2.0;NAO;SIM;4340000;4485276.7721762415
A275;6450;4.0;1.0;2;SIM;NAO;NAO;NAO;NAO;0.0;NAO;PARCIALMENTE;4340000;4385601.978415696
A276;4032;2.0;1.0;1;SIM;NAO;SIM;NAO;NAO;0.0;NAO;SIM;4319000;3543343.9461824433
A277;4400;2.0;1.0;1;SIM;NAO;NAO;;NAO;1.0;NAO;PARCIALMENTE;4305000;3428474.056049988
A278;10360;2.0;1.0;1;SIM;NAO;NAO;;NAO;1.0;SIM;PARCIALMENTE;4305000;5457840.9927331135
A279;3400;3.0;1.0;2;SIM;NAO;SIM;NAO;NAO;2.0;SIM;PARCIALMENTE;4277000;5251856.064340988
A280;6360;2.0;1.0;1;SIM;NAO;NAO;NAO;NAO;0.0;NAO;SIM;4270000;3678958.2032177756
A281;6360;2.0;1.0;2;SIM;NAO;NAO;;NAO;0.0;NAO;NAO;4270000;3750188.478397638
A282;4500;2.0;1.0;1;SIM;NAO;NAO;NAO;SIM;;NAO;SIM;4270000;4125176.99484559
A283;2175;3.0;;2;NAO;SIM;;NAO;SIM;0.0;NAO;NAO;4270000;3765133.8406644166
A284;4360;4.0;1.0;2;SIM;NAO;;NAO;NAO;0.0;NAO;SIM;4270000;4042878.281875114
A285;7770;2.0;1.0;1;SIM;NAO;NAO;NAO;NAO;1.0;NAO;SIM;4270000;4314110.222815974
A286;6650;3.0;1.0;2;;SIM;NAO;NAO;NAO;0.0;NAO;PARCIALMENTE;4235000;4611903.817091538
A287;2787;3.0;1.0;1;;NAO;SIM;NAO;NAO;0.0;SIM;SIM;4235000;4111867.318666733
A288;5500;3.0;1.0;2;SIM;NAO;NAO;NAO;SIM;;NAO;NAO;4200000;4581478.115795552
A289;5040;3.0;;2;SIM;NAO;SIM;NAO;SIM;0.0;NAO;NAO;4200000;4866115.914558144
A290;5850;2.0;1.0;1;SIM;SIM;SIM;NAO;NAO;2.0;NAO;PARCIALMENTE;4200000;4802154.5250994675
A291;2610;;3.0;2;NAO;NAO;NAO;NAO;NAO;0.0;NAO;PARCIALMENTE;4200000;4602700.888160152
A292;2953;3.0;1.0;2;SIM;NAO;SIM;NAO;SIM;0.0;NAO;NAO;4200000;4396594.4796275925
A293;2747;4.0;2.0;2;NAO;NAO;NAO;NAO;NAO;0.0;NAO;PARCIALMENTE;4200000;3968216.402538688
A294;4410;2.0;1.0;1;NAO;NAO;NAO;NAO;NAO;1.0;NAO;NAO;4200000;2726042.9145847484
A295;4000;4.0;2.0;2;NAO;NAO;NAO;NAO;NAO;0.0;NAO;PARCIALMENTE;4200000;4250109.242964169
A296;2325;;1.0;2;NAO;NAO;NAO;;NAO;0.0;NAO;PARCIALMENTE;4200000;2887778.240583026
A297;4600;3.0;;2;SIM;NAO;NAO;NAO;SIM;1.0;NAO;PARCIALMENTE;4200000;4991912.210296037
A298;3640;3.0;2.0;2;SIM;NAO;;NAO;NAO;0.0;NAO;NAO;4200000;4123757.2831171765
A299;5800;;1.0;1;;NAO;;SIM;NAO;2.0;NAO;PARCIALMENTE;4200000;5197838.245658683
A300;7000;3.0;;1;SIM;NAO;NAO;NAO;NAO;3.0;NAO;SIM;4200000;4936852.915002773
A301;4079;3.0;1.0;3;SIM;NAO;NAO;NAO;NAO;0.0;NAO;PARCIALMENTE;4200000;4185767.043688189
A302;3520;;1.0;2;SIM;NAO;NAO;NAO;;0.0;SIM;PARCIALMENTE;4200000;4254850.57455055
A303;2145;3.0;1.0;3;;NAO;NAO;NAO;NAO;1.0;SIM;NAO;4200000;4462152.010700472
A304;4500;3.0;1.0;1;SIM;NAO;SIM;NAO;NAO;0.0;NAO;;4200000;3681255.784905245
A305;8250;3.0;1.0;1;SIM;NAO;;;NAO;3.0;NAO;PARCIALMENTE;4193000;5090598.171034652
A306;3450;3.0;1.0;2;SIM;NAO;NAO;NAO;NAO;1.0;NAO;PARCIALMENTE;4193000;3868520.673512038
A307;4840;3.0;1.0;2;SIM;NAO;NAO;NAO;NAO;1.0;NAO;PARCIALMENTE;4165000;4181234.997687153
A308;4080;3.0;1.0;2;SIM;NAO;NAO;NAO;;2.0;NAO;PARCIALMENTE;4165000;4328192.71263787
A309;4046;3.0;1.0;2;SIM;NAO;SIM;NAO;NAO;1.0;NAO;PARCIALMENTE;4165000;4390731.368914142
A310;4632;4.0;1.0;2;SIM;NAO;NAO;NAO;SIM;0.0;NAO;PARCIALMENTE;4130000;4841269.692068946
A311;5985;3.0;1.0;1;;NAO;SIM;NAO;NAO;0.0;NAO;PARCIALMENTE;4130000;4015342.670804559
A312;6060;2.0;1.0;1;SIM;NAO;SIM;NAO;NAO;;NAO;PARCIALMENTE;4123000;3872119.234018811
A313;3600;3.0;1.0;1;SIM;NAO;SIM;NAO;SIM;0.0;SIM;SIM;4098500;5159442.504913311
A314;3680;3.0;2.0;2;SIM;NAO;NAO;NAO;NAO;0.0;NAO;PARCIALMENTE;4095000;4427729.042775953
A315;4040;2.0;1.0;2;SIM;NAO;;NAO;NAO;1.0;NAO;PARCIALMENTE;4095000;3841159.01870484
A316;5600;2.0;1.0;1;SIM;;NAO;NAO;SIM;;NAO;PARCIALMENTE;4095000;4245176.10078663
A317;5900;;;2;NAO;;SIM;NAO;NAO;;NAO;;4060000;4080187.4767892077
A318;4992;3.0;2.0;2;SIM;;NAO;NAO;NAO;2.0;NAO;NAO;4060000;5063799.000091221
A319;4340;3.0;1.0;1;SIM;;NAO;NAO;NAO;0.0;NAO;PARCIALMENTE;4060000;3257133.899100515
A320;3000;4.0;1.0;3;SIM;;SIM;NAO;SIM;2.0;NAO;;4060000;5991789.711816587
A321;4320;3.0;1.0;2;SIM;NAO;NAO;;NAO;2.0;SIM;SIM;4060000;5198179.120582091
A322;3630;3.0;;2;SIM;NAO;NAO;SIM;NAO;2.0;NAO;PARCIALMENTE;4025000;5203319.663884068
A323;3460;3.0;2.0;1;SIM;NAO;SIM;NAO;SIM;;NAO;SIM;4025000;5264828.672957035
A324;5400;3.0;1.0;1;SIM;NAO;NAO;NAO;NAO;3.0;NAO;PARCIALMENTE;4025000;4449421.319308696
A325;4500;3.0;1.0;2;NAO;NAO;SIM;NAO;SIM;0.0;NAO;PARCIALMENTE;4007500;4629894.462028931
A326;3460;4.0;1.0;2;SIM;;NAO;NAO;SIM;0.0;NAO;PARCIALMENTE;4007500;4577599.772692517
A327;4100;4.0;;1;NAO;NAO;SIM;NAO;NAO;0.0;NAO;NAO;3990000;3046681.6783562107
A328;6480;3.0;1.0;2;NAO;NAO;NAO;NAO;SIM;1.0;NAO;PARCIALMENTE;3990000;5005155.859597819
A329;4500;3.0;;2;NAO;NAO;SIM;;SIM;0.0;NAO;PARCIALMENTE;3990000;4629894.462028931
A330;3960;3.0;1.0;2;SIM;NAO;NAO;NAO;NAO;0.0;NAO;SIM;3990000;3792792.036468374
A331;4050;2.0;1.0;2;SIM;SIM;SIM;NAO;NAO;0.0;SIM;NAO;3990000;4648547.149499521
A332;7260;3.0;2.0;1;SIM;SIM;SIM;NAO;NAO;3.0;NAO;SIM;3920000;6550278.199122883
A333;5500;;1.0;2;SIM;SIM;SIM;NAO;NAO;0.0;NAO;;3920000;4741309.325436266
A334;3000;3.0;1.0;2;SIM;NAO;NAO;NAO;NAO;0.0;NAO;PARCIALMENTE;3920000;3449344.0144952135
A335;3290;;1.0;1;SIM;NAO;NAO;;NAO;1.0;NAO;SIM;3920000;3466321.7186007267
A336;3816;2.0;1.0;1;SIM;NAO;SIM;NAO;SIM;2.0;NAO;SIM;3920000;4995296.96029447
A337;8080;3.0;1.0;1;SIM;NAO;NAO;NAO;SIM;2.0;NAO;PARCIALMENTE;3920000;5599085.378274957
A338;2145;4.0;2.0;1;SIM;NAO;SIM;NAO;NAO;0.0;SIM;NAO;3920000;4530487.341618367
A339;3780;2.0;1.0;2;SIM;SIM;SIM;NAO;NAO;0.0;NAO;PARCIALMENTE;3885000;4194256.959230136
A340;3180;4.0;2.0;2;SIM;NAO;NAO;NAO;NAO;0.0;NAO;SIM;3885000;4602811.04902944
A341;5300;5.0;2.0;2;SIM;NAO;NAO;;NAO;0.0;NAO;PARCIALMENTE;3850000;5112380.487419357
A342;3180;2.0;2.0;1;SIM;NAO;SIM;NAO;NAO;;NAO;PARCIALMENTE;3850000;4049595.6334769535
A343;7152;3.0;1.0;2;SIM;NAO;NAO;NAO;SIM;0.0;NAO;SIM;3850000;5375581.163155672
A344;4080;2.0;1.0;1;SIM;NAO;NAO;NAO;NAO;0.0;NAO;PARCIALMENTE;3850000;3038544.0604452253
A345;3850;2.0;1.0;1;SIM;NAO;;NAO;NAO;0.0;NAO;PARCIALMENTE;3850000;2986799.9636392714
A346;2015;3.0;1.0;2;SIM;NAO;SIM;NAO;NAO;0.0;SIM;PARCIALMENTE;3850000;4304390.194346959
A347;2176;2.0;1.0;2;SIM;SIM;NAO;NAO;NAO;0.0;SIM;PARCIALMENTE;3850000;4133792.041624681
A348;3350;3.0;1.0;2;SIM;NAO;NAO;NAO;NAO;0.0;NAO;NAO;3836000;3233112.2450726205
A349;3150;2.0;;1;NAO;NAO;SIM;NAO;NAO;0.0;NAO;PARCIALMENTE;3815000;2807735.8237531106
A350;4820;3.0;1.0;2;SIM;NAO;NAO;NAO;NAO;0.0;NAO;PARCIALMENTE;3780000;3858797.3022640697
A351;3420;2.0;1.0;2;SIM;NAO;NAO;SIM;NAO;1.0;NAO;PARCIALMENTE;3780000;4678040.33318142
A352;3600;2.0;1.0;1;SIM;NAO;NAO;;NAO;0.0;NAO;PARCIALMENTE;3780000;2930556.380154538
A353;5830;2.0;;1;SIM;NAO;NAO;NAO;NAO;;NAO;NAO;3780000;3137276.3585371366
A354;2856;3.0;1.0;3;SIM;NAO;NAO;NAO;NAO;0.0;SIM;SIM;3780000;4726616.001079753
A355;8400;2.0;1.0;1;SIM;NAO;NAO;;NAO;1.0;NAO;SIM;3780000;4455844.053197501
A356;8250;;1.0;1;SIM;NAO;NAO;;NAO;2.0;NAO;SIM;3773000;4900132.623682134
A357;2520;;;1;NAO;NAO;SIM;NAO;SIM;;NAO;SIM;3773000;3818242.2193487645
A358;6930;;1.0;2;NAO;NAO;NAO;NAO;NAO;;NAO;SIM;3773000;4051257.7097635926
A359;3480;;1.0;1;;NAO;NAO;;NAO;;SIM;PARCIALMENTE;3745000;3752175.878320126
A360;3600;;1.0;1;SIM;NAO;NAO;NAO;NAO;;NAO;NAO;3710000;2795680.1056844858
A361;4040;;1.0;1;;NAO;NAO;NAO;NAO;;NAO;PARCIALMENTE;3710000;3189641.598918835
A362;6020;;1.0;1;SIM;NAO;NAO;NAO;NAO;;NAO;PARCIALMENTE;3710000;3635090.7801179206
A363;4050;2.0;1.0;1;SIM;NAO;NAO;NAO;NAO;0.0;NAO;SIM;3710000;3159267.4918188434
A364;3584;2.0;1.0;1;;NAO;NAO;SIM;NAO;0.0;NAO;PARCIALMENTE;3710000;3903322.1923302338
A365;3120;3.0;1.0;2;NAO;NAO;SIM;SIM;NAO;0.0;NAO;;3703000;4431124.229957696
A366;5450;2.0;;1;SIM;NAO;NAO;NAO;NAO;0.0;NAO;SIM;3703000;3474231.5593333477
A367;3630;2.0;1.0;1;SIM;NAO;SIM;NAO;NAO;0.0;NAO;SIM;3675000;3452904.2639389927
A368;3630;2.0;1.0;1;SIM;NAO;NAO;;SIM;0.0;NAO;NAO;3675000;3507003.8766257144
A369;5640;2.0;1.0;1;NAO;NAO;NAO;NAO;NAO;0.0;NAO;PARCIALMENTE;3675000;2979795.9228865495
A370;3600;2.0;1.0;1;SIM;NAO;NAO;NAO;NAO;0.0;NAO;SIM;3675000;3058029.041546324
A371;4280;2.0;1.0;1;SIM;NAO;NAO;NAO;SIM;2.0;NAO;PARCIALMENTE;3640000;4584086.397475848
A372;3570;3.0;1.0;2;SIM;NAO;SIM;NAO;NAO;0.0;NAO;PARCIALMENTE;3640000;3965705.377214906
A373;3180;3.0;;2;NAO;NAO;SIM;NAO;NAO;0.0;NAO;PARCIALMENTE;3640000;3468257.288475313
A374;3000;2.0;1.0;2;SIM;NAO;NAO;NAO;SIM;0.0;NAO;SIM;3640000;4281391.21681006
A375;3520;2.0;2.0;1;SIM;NAO;;NAO;NAO;0.0;NAO;PARCIALMENTE;3640000;3737960.9146416895
A376;5960;3.0;1.0;2;SIM;SIM;;NAO;NAO;0.0;NAO;NAO;3640000;4161698.740372455
A377;4130;3.0;2.0;2;SIM;NAO;NAO;NAO;NAO;2.0;NAO;PARCIALMENTE;3640000;5164843.910537081
A378;2850;3.0;;2;NAO;NAO;SIM;NAO;NAO;0.0;SIM;NAO;3640000;3787562.8783813384
A379;2275;3.0;1.0;3;SIM;NAO;NAO;SIM;SIM;0.0;SIM;PARCIALMENTE;3640000;6309469.705942394
A380;3520;3.0;1.0;1;SIM;NAO;NAO;;NAO;2.0;SIM;NAO;3633000;4102078.4828650723
A381;4500;;1.0;1;SIM;NAO;NAO;NAO;NAO;0.0;NAO;PARCIALMENTE;3605000;3293129.792530744
A382;4000;2.0;1.0;1;SIM;NAO;NAO;NAO;NAO;0.0;SIM;PARCIALMENTE;3605000;3709066.020137203
A383;3150;3.0;1.0;2;SIM;NAO;SIM;NAO;NAO;0.0;NAO;SIM;3570000;3998688.8183523403
A384;4500;4.0;2.0;2;SIM;NAO;SIM;NAO;NAO;2.0;NAO;SIM;3570000;5923779.579691939
A385;4500;2.0;1.0;1;NAO;NAO;NAO;NAO;NAO;0.0;NAO;SIM;3570000;2850797.843587953
A386;3640;2.0;1.0;1;SIM;NAO;NAO;NAO;NAO;0.0;NAO;NAO;3570000;2644582.567210876
A387;3850;3.0;1.0;1;SIM;NAO;NAO;NAO;NAO;2.0;NAO;NAO;3535000;3487800.1066578277
A388;4240;3.0;;2;SIM;NAO;NAO;NAO;SIM;0.0;NAO;PARCIALMENTE;3500000;4592983.2413337175
A389;3650;3.0;;2;SIM;NAO;NAO;NAO;NAO;0.0;NAO;NAO;3500000;3300604.5452543003
A390;4600;4.0;1.0;2;SIM;NAO;NAO;NAO;NAO;0.0;NAO;PARCIALMENTE;3500000;3969399.460628672
A391;2135;3.0;2.0;2;NAO;NAO;NAO;NAO;NAO;0.0;NAO;NAO;3500000;3375462.812035675
A392;3036;;;2;SIM;NAO;SIM;NAO;NAO;;NAO;PARCIALMENTE;3500000;3845569.0828915164
A393;3990;3.0;1.0;2;SIM;NAO;NAO;;NAO;;NAO;PARCIALMENTE;3500000;3672068.605094756
A394;7424;3.0;;1;NAO;NAO;NAO;NAO;NAO;;NAO;NAO;3500000;3246273.860163552
A395;3480;3.0;1.0;1;NAO;NAO;NAO;NAO;SIM;;NAO;NAO;3500000;3223646.139862633
A396;3600;6.0;1.0;2;SIM;NAO;NAO;NAO;NAO;;NAO;NAO;3500000;3769645.364050855
A397;3640;2.0;1.0;1;SIM;NAO;NAO;NAO;NAO;;NAO;PARCIALMENTE;3500000;2939555.3535120953
A398;5900;2.0;1.0;1;SIM;NAO;NAO;;NAO;;NAO;SIM;3500000;3575470.009605867
A399;3120;3.0;1.0;2;SIM;NAO;;NAO;NAO;;NAO;NAO;3500000;3181368.148266666
A400;7350;;;1;SIM;NAO;NAO;NAO;NAO;;NAO;;3500000;3934306.6442567
A401;3512;2.0;1.0;1;SIM;NAO;NAO;;NAO;;SIM;NAO;3500000;3304305.758873785
A402;9500;;1.0;2;SIM;NAO;;NAO;NAO;;SIM;NAO;3500000;5305224.305204143
A403;5880;2.0;1.0;1;SIM;NAO;NAO;NAO;NAO;;NAO;NAO;3500000;3148525.0752340835
A404;12944;3.0;1.0;1;SIM;NAO;;NAO;NAO;0.0;NAO;NAO;3500000;4897840.282009865
A405;4900;3.0;;2;;NAO;NAO;NAO;NAO;0.0;NAO;NAO;3493000;3581822.462677965
A406;3060;3.0;1.0;1;SIM;NAO;NAO;NAO;NAO;0.0;;NAO;3465000;2674193.9653574624
A407;5320;2.0;1.0;1;SIM;NAO;NAO;NAO;NAO;1.0;;;3465000;3635450.443273805
A408;2145;3.0;1.0;3;SIM;NAO;NAO;NAO;NAO;;;SIM;3465000;3878139.3432420804
A409;4000;2.0;1.0;1;SIM;NAO;;NAO;NAO;0.0;;;3430000;3020546.1137301107
A410;3185;;1.0;1;SIM;NAO;NAO;;NAO;2.0;;NAO;3430000;3338192.174588438
A411;3850;3.0;1.0;1;SIM;NAO;NAO;NAO;NAO;0.0;;NAO;3430000;2851923.6891692188
A412;2145;3.0;1.0;3;SIM;NAO;NAO;NAO;NAO;0.0;;SIM;3430000;3878139.3432420804
A413;2610;3.0;1.0;2;SIM;NAO;SIM;NAO;NAO;0.0;;NAO;3430000;3454757.230332312
A414;1950;3.0;2.0;2;SIM;NAO;SIM;NAO;NAO;0.0;;NAO;3430000;4131676.6511348826
A415;4040;2.0;1.0;1;SIM;NAO;NAO;NAO;NAO;0.0;;NAO;3423000;2734572.3007864486
A416;4785;3.0;1.0;2;SIM;SIM;SIM;NAO;SIM;1.0;;SIM;3395000;5890534.599560248
A417;3450;3.0;1.0;1;SIM;NAO;SIM;NAO;NAO;2.0;;NAO;3395000;3785936.3654567557
A418;3640;2.0;;1;SIM;NAO;NAO;;NAO;0.0;;SIM;3395000;3067028.014903881
A419;3500;4.0;1.0;2;SIM;NAO;NAO;NAO;SIM;2.0;;NAO;3360000;4927502.377237463
A420;4960;;1.0;3;NAO;NAO;NAO;NAO;NAO;0.0;;PARCIALMENTE;3360000;3974261.3333849786
A421;4120;2.0;1.0;2;SIM;NAO;NAO;NAO;NAO;0.0;;NAO;3360000;3246245.9703744305
A422;4750;2.0;1.0;1;SIM;NAO;NAO;;NAO;;;NAO;3360000;2894304.07788309
A423;3720;;1.0;1;NAO;NAO;NAO;NAO;SIM;0.0;;NAO;3360000;3277639.9800079763
A424;3750;;1.0;1;SIM;NAO;NAO;NAO;NAO;0.0;NAO;NAO;3360000;2829426.2557753255
A425;3100;3.0;1.0;2;NAO;NAO;SIM;;NAO;0.0;NAO;PARCIALMENTE;3360000;3450259.3417601986
A426;3185;2.0;1.0;1;SIM;NAO;SIM;NAO;NAO;2.0;NAO;SIM;3360000;3988667.102824777
A427;2700;;1.0;1;NAO;NAO;NAO;NAO;NAO;0.0;NAO;;3353000;2478467.892937258
A428;2145;3.0;1.0;2;SIM;NAO;SIM;;NAO;0.0;SIM;;3332000;4333636.85775902
A429;4040;2.0;1.0;1;SIM;NAO;NAO;NAO;NAO;1.0;NAO;;3325000;3347483.2958319727
A430;4775;4.0;1.0;2;;NAO;NAO;NAO;NAO;0.0;NAO;;3325000;4008769.969067985
A431;2500;2.0;;1;NAO;NAO;NAO;;SIM;0.0;NAO;;3290000;3138047.5670725317
A432;3180;4.0;1.0;2;SIM;NAO;SIM;NAO;SIM;0.0;NAO;;3290000;4902732.951564116
A433;6060;3.0;1.0;1;SIM;SIM;SIM;NAO;NAO;;NAO;;3290000;4373619.2295692
A434;3480;4.0;1.0;2;NAO;NAO;NAO;NAO;NAO;;NAO;;3290000;3307720.108113659
A435;3792;4.0;1.0;2;SIM;NAO;NAO;NAO;NAO;0.0;NAO;;3290000;3787620.198806015
A436;4040;2.0;1.0;1;SIM;NAO;NAO;NAO;NAO;0.0;NAO;;3290000;3029545.087087668
A437;2145;3.0;1.0;2;SIM;NAO;SIM;NAO;NAO;0.0;SIM;;3290000;4333636.85775902
A438;5880;3.0;1.0;1;SIM;NAO;NAO;;NAO;1.0;NAO;;3290000;3921532.5821107747
A439;4500;2.0;;1;NAO;NAO;NAO;NAO;NAO;0.0;NAO;;3255000;2723325.1821961678
A440;3930;2.0;1.0;1;NAO;NAO;;NAO;NAO;0.0;NAO;;3255000;2595089.8118509767
A441;3640;4.0;;2;SIM;NAO;SIM;NAO;NAO;0.0;NAO;;3234000;4141550.092421798
A442;4370;3.0;1.0;2;SIM;NAO;NAO;NAO;NAO;0.0;NAO;;3220000;3757558.85199155
A443;2684;2.0;1.0;1;SIM;NAO;NAO;NAO;SIM;1.0;NAO;;3220000;3907089.1517650085
A444;4320;3.0;1.0;1;NAO;NAO;;NAO;NAO;1.0;NAO;;3220000;3160864.5226626317
A445;3120;3.0;1.0;2;NAO;NAO;NAO;NAO;NAO;0.0;NAO;;3220000;3066632.8360644765
A446;3450;1.0;1.0;1;SIM;NAO;NAO;NAO;NAO;0.0;NAO;;3150000;2736713.718232531
A447;3986;2.0;2.0;1;NAO;SIM;SIM;NAO;NAO;1.0;NAO;;3150000;4480558.540591851
A448;3500;2.0;1.0;1;NAO;NAO;SIM;;NAO;;NAO;;3150000;2886476.840631737
A449;4095;2.0;1.0;1;SIM;NAO;;NAO;NAO;2.0;NAO;;3150000;3677795.092942918
A450;1650;3.0;1.0;2;NAO;NAO;SIM;NAO;NAO;0.0;NAO;;3150000;3124046.5575487474
A451;3450;3.0;1.0;2;SIM;NAO;SIM;NAO;NAO;0.0;NAO;;3150000;3938708.457142234
A452;6750;2.0;1.0;1;SIM;NAO;;NAO;NAO;0.0;NAO;;3150000;3639225.5320621734
A453;9000;3.0;1.0;2;SIM;NAO;NAO;NAO;NAO;2.0;NAO;;3150000;5435066.435617413
A454;3069;2.0;1.0;1;SIM;NAO;NAO;NAO;NAO;1.0;NAO;;3150000;3129033.2175772698
A455;4500;3.0;1.0;2;SIM;NAO;NAO;NAO;SIM;0.0;NAO;;3143000;4651476.568157839
