ID_RESIDENCIA;PRECO;AREA;QUARTOS;BANHEIROS;ANDARES;FLAG_CENTRO;FLAG_QUARTO_HOSPEDE;FLAG_PORAO;FLAG_AGUA_MORNA;FLAG_AR_CONDICIONADO;VAGAS_ESTACIONAMENTO;FLAG_AREA_PREFERENCIAL;MOBILIADA
A288;4200000;5500;3;1;2;SIM;NAO;NAO;NAO;SIM;;NAO;NAO
A289;4200000;5040;3;;2;SIM;NAO;SIM;NAO;SIM;0;NAO;NAO
A290;4200000;5850;2;1;1;SIM;SIM;SIM;NAO;NAO;2;NAO;PARCIALMENTE
A291;4200000;2610;;3;2;NAO;NAO;NAO;NAO;NAO;0;NAO;PARCIALMENTE
A292;4200000;2953;3;1;2;SIM;NAO;SIM;NAO;SIM;0;NAO;NAO
A293;4200000;2747;4;2;2;NAO;NAO;NAO;NAO;NAO;0;NAO;PARCIALMENTE
A294;4200000;4410;2;1;1;NAO;NAO;NAO;NAO;NAO;1;NAO;NAO
A295;4200000;4000;4;2;2;NAO;NAO;NAO;NAO;NAO;0;NAO;PARCIALMENTE
A296;4200000;2325;;1;2;NAO;NAO;NAO;;NAO;0;NAO;PARCIALMENTE
A297;4200000;4600;3;;2;SIM;NAO;NAO;NAO;SIM;1;NAO;PARCIALMENTE
A298;4200000;3640;3;2;2;SIM;NAO;;NAO;NAO;0;NAO;NAO
A299;4200000;5800;;1;1;;NAO;;SIM;NAO;2;NAO;PARCIALMENTE
A300;4200000;7000;3;;1;SIM;NAO;NAO;NAO;NAO;3;NAO;SIM
A301;4200000;4079;3;1;3;SIM;NAO;NAO;NAO;NAO;0;NAO;PARCIALMENTE
A302;4200000;3520;;1;2;SIM;NAO;NAO;NAO;;0;SIM;PARCIALMENTE
A303;4200000;2145;3;1;3;;NAO;NAO;NAO;NAO;1;SIM;NAO
A304;4200000;4500;3;1;1;SIM;NAO;SIM;NAO;NAO;0;NAO;
A305;4193000;8250;3;1;1;SIM;NAO;;;NAO;3;NAO;PARCIALMENTE
A306;4193000;3450;3;1;2;SIM;NAO;NAO;NAO;NAO;1;NAO;PARCIALMENTE
A307;4165000;4840;3;1;2;SIM;NAO;NAO;NAO;NAO;1;NAO;PARCIALMENTE
A308;4165000;4080;3;1;2;SIM;NAO;NAO;NAO;;2;NAO;PARCIALMENTE
A309;4165000;4046;3;1;2;SIM;NAO;SIM;NAO;NAO;1;NAO;PARCIALMENTE
A310;4130000;4632;4;1;2;SIM;NAO;NAO;NAO;SIM;0;NAO;PARCIALMENTE
A311;4130000;5985;3;1;1;;NAO;SIM;NAO;NAO;0;NAO;PARCIALMENTE
A312;4123000;6060;2;1;1;SIM;NAO;SIM;NAO;NAO;;NAO;PARCIALMENTE
A313;4098500;3600;3;1;1;SIM;NAO;SIM;NAO;SIM;0;SIM;SIM
A314;4095000;3680;3;2;2;SIM;NAO;NAO;NAO;NAO;0;NAO;PARCIALMENTE
A315;4095000;4040;2;1;2;SIM;NAO;;NAO;NAO;1;NAO;PARCIALMENTE
A316;4095000;5600;2;1;1;SIM;;NAO;NAO;SIM;;NAO;PARCIALMENTE
A317;4060000;5900;;;2;NAO;;SIM;NAO;NAO;;NAO;
A318;4060000;4992;3;2;2;SIM;;NAO;NAO;NAO;2;NAO;NAO
A319;4060000;4340;3;1;1;SIM;;NAO;NAO;NAO;0;NAO;PARCIALMENTE
A320;4060000;3000;4;1;3;SIM;;SIM;NAO;SIM;2;NAO;
A321;4060000;4320;3;1;2;SIM;NAO;NAO;;NAO;2;SIM;SIM
A322;4025000;3630;3;;2;SIM;NAO;NAO;SIM;NAO;2;NAO;PARCIALMENTE
A323;4025000;3460;3;2;1;SIM;NAO;SIM;NAO;SIM;;NAO;SIM
A324;4025000;5400;3;1;1;SIM;NAO;NAO;NAO;NAO;3;NAO;PARCIALMENTE
A325;4007500;4500;3;1;2;NAO;NAO;SIM;NAO;SIM;0;NAO;PARCIALMENTE
A326;4007500;3460;4;1;2;SIM;;NAO;NAO;SIM;0;NAO;PARCIALMENTE
A327;3990000;4100;4;;1;NAO;NAO;SIM;NAO;NAO;0;NAO;NAO
A328;3990000;6480;3;1;2;NAO;NAO;NAO;NAO;SIM;1;NAO;PARCIALMENTE
A329;3990000;4500;3;;2;NAO;NAO;SIM;;SIM;0;NAO;PARCIALMENTE
A330;3990000;3960;3;1;2;SIM;NAO;NAO;NAO;NAO;0;NAO;SIM
A331;3990000;4050;2;1;2;SIM;SIM;SIM;NAO;NAO;0;SIM;NAO
A332;3920000;7260;3;2;1;SIM;SIM;SIM;NAO;NAO;3;NAO;SIM
A333;3920000;5500;;1;2;SIM;SIM;SIM;NAO;NAO;0;NAO;
A334;3920000;3000;3;1;2;SIM;NAO;NAO;NAO;NAO;0;NAO;PARCIALMENTE
A335;3920000;3290;;1;1;SIM;NAO;NAO;;NAO;1;NAO;SIM
A336;3920000;3816;2;1;1;SIM;NAO;SIM;NAO;SIM;2;NAO;SIM
A337;3920000;8080;3;1;1;SIM;NAO;NAO;NAO;SIM;2;NAO;PARCIALMENTE
A338;3920000;2145;4;2;1;SIM;NAO;SIM;NAO;NAO;0;SIM;NAO
A339;3885000;3780;2;1;2;SIM;SIM;SIM;NAO;NAO;0;NAO;PARCIALMENTE
A340;3885000;3180;4;2;2;SIM;NAO;NAO;NAO;NAO;0;NAO;SIM
A341;3850000;5300;5;2;2;SIM;NAO;NAO;;NAO;0;NAO;PARCIALMENTE
A342;3850000;3180;2;2;1;SIM;NAO;SIM;NAO;NAO;;NAO;PARCIALMENTE
A343;3850000;7152;3;1;2;SIM;NAO;NAO;NAO;SIM;0;NAO;SIM
A344;3850000;4080;2;1;1;SIM;NAO;NAO;NAO;NAO;0;NAO;PARCIALMENTE
A345;3850000;3850;2;1;1;SIM;NAO;;NAO;NAO;0;NAO;PARCIALMENTE
A346;3850000;2015;3;1;2;SIM;NAO;SIM;NAO;NAO;0;SIM;PARCIALMENTE
A347;3850000;2176;2;1;2;SIM;SIM;NAO;NAO;NAO;0;SIM;PARCIALMENTE
A348;3836000;3350;3;1;2;SIM;NAO;NAO;NAO;NAO;0;NAO;NAO
A349;3815000;3150;2;;1;NAO;NAO;SIM;NAO;NAO;0;NAO;PARCIALMENTE
A350;3780000;4820;3;1;2;SIM;NAO;NAO;NAO;NAO;0;NAO;PARCIALMENTE
A351;3780000;3420;2;1;2;SIM;NAO;NAO;SIM;NAO;1;NAO;PARCIALMENTE
A352;3780000;3600;2;1;1;SIM;NAO;NAO;;NAO;0;NAO;PARCIALMENTE
A353;3780000;5830;2;;1;SIM;NAO;NAO;NAO;NAO;;NAO;NAO
A354;3780000;2856;3;1;3;SIM;NAO;NAO;NAO;NAO;0;SIM;SIM
A355;3780000;8400;2;1;1;SIM;NAO;NAO;;NAO;1;NAO;SIM
A356;3773000;8250;;1;1;SIM;NAO;NAO;;NAO;2;NAO;SIM
A357;3773000;2520;;;1;NAO;NAO;SIM;NAO;SIM;;NAO;SIM
A358;3773000;6930;;1;2;NAO;NAO;NAO;NAO;NAO;;NAO;SIM
A359;3745000;3480;;1;1;;NAO;NAO;;NAO;;SIM;PARCIALMENTE
A360;3710000;3600;;1;1;SIM;NAO;NAO;NAO;NAO;;NAO;NAO
A361;3710000;4040;;1;1;;NAO;NAO;NAO;NAO;;NAO;PARCIALMENTE
A362;3710000;6020;;1;1;SIM;NAO;NAO;NAO;NAO;;NAO;PARCIALMENTE
A363;3710000;4050;2;1;1;SIM;NAO;NAO;NAO;NAO;0;NAO;SIM
A364;3710000;3584;2;1;1;;NAO;NAO;SIM;NAO;0;NAO;PARCIALMENTE
A365;3703000;3120;3;1;2;NAO;NAO;SIM;SIM;NAO;0;NAO;
A366;3703000;5450;2;;1;SIM;NAO;NAO;NAO;NAO;0;NAO;SIM
A367;3675000;3630;2;1;1;SIM;NAO;SIM;NAO;NAO;0;NAO;SIM
A368;3675000;3630;2;1;1;SIM;NAO;NAO;;SIM;0;NAO;NAO
A369;3675000;5640;2;1;1;NAO;NAO;NAO;NAO;NAO;0;NAO;PARCIALMENTE
A370;3675000;3600;2;1;1;SIM;NAO;NAO;NAO;NAO;0;NAO;SIM
A371;3640000;4280;2;1;1;SIM;NAO;NAO;NAO;SIM;2;NAO;PARCIALMENTE
A372;3640000;3570;3;1;2;SIM;NAO;SIM;NAO;NAO;0;NAO;PARCIALMENTE
A373;3640000;3180;3;;2;NAO;NAO;SIM;NAO;NAO;0;NAO;PARCIALMENTE
A374;3640000;3000;2;1;2;SIM;NAO;NAO;NAO;SIM;0;NAO;SIM
A375;3640000;3520;2;2;1;SIM;NAO;;NAO;NAO;0;NAO;PARCIALMENTE
A376;3640000;5960;3;1;2;SIM;SIM;;NAO;NAO;0;NAO;NAO
A377;3640000;4130;3;2;2;SIM;NAO;NAO;NAO;NAO;2;NAO;PARCIALMENTE
A378;3640000;2850;3;;2;NAO;NAO;SIM;NAO;NAO;0;SIM;NAO
A379;3640000;2275;3;1;3;SIM;NAO;NAO;SIM;SIM;0;SIM;PARCIALMENTE
A380;3633000;3520;3;1;1;SIM;NAO;NAO;;NAO;2;SIM;NAO
A381;3605000;4500;;1;1;SIM;NAO;NAO;NAO;NAO;0;NAO;PARCIALMENTE
A382;3605000;4000;2;1;1;SIM;NAO;NAO;NAO;NAO;0;SIM;PARCIALMENTE
A383;3570000;3150;3;1;2;SIM;NAO;SIM;NAO;NAO;0;NAO;SIM
A384;3570000;4500;4;2;2;SIM;NAO;SIM;NAO;NAO;2;NAO;SIM
A385;3570000;4500;2;1;1;NAO;NAO;NAO;NAO;NAO;0;NAO;SIM
A386;3570000;3640;2;1;1;SIM;NAO;NAO;NAO;NAO;0;NAO;NAO
A387;3535000;3850;3;1;1;SIM;NAO;NAO;NAO;NAO;2;NAO;NAO
A388;3500000;4240;3;;2;SIM;NAO;NAO;NAO;SIM;0;NAO;PARCIALMENTE
A389;3500000;3650;3;;2;SIM;NAO;NAO;NAO;NAO;0;NAO;NAO
A390;3500000;4600;4;1;2;SIM;NAO;NAO;NAO;NAO;0;NAO;PARCIALMENTE
A391;3500000;2135;3;2;2;NAO;NAO;NAO;NAO;NAO;0;NAO;NAO
A392;3500000;3036;;;2;SIM;NAO;SIM;NAO;NAO;;NAO;PARCIALMENTE
A393;3500000;3990;3;1;2;SIM;NAO;NAO;;NAO;;NAO;PARCIALMENTE
A394;3500000;7424;3;;1;NAO;NAO;NAO;NAO;NAO;;NAO;NAO
A395;3500000;3480;3;1;1;NAO;NAO;NAO;NAO;SIM;;NAO;NAO
A396;3500000;3600;6;1;2;SIM;NAO;NAO;NAO;NAO;;NAO;NAO
A397;3500000;3640;2;1;1;SIM;NAO;NAO;NAO;NAO;;NAO;PARCIALMENTE
A398;3500000;5900;2;1;1;SIM;NAO;NAO;;NAO;;NAO;SIM
A399;3500000;3120;3;1;2;SIM;NAO;;NAO;NAO;;NAO;NAO
A400;3500000;7350;;;1;SIM;NAO;NAO;NAO;NAO;;NAO;
A401;3500000;3512;2;1;1;SIM;NAO;NAO;;NAO;;SIM;NAO
A402;3500000;9500;;1;2;SIM;NAO;;NAO;NAO;;SIM;NAO
A403;3500000;5880;2;1;1;SIM;NAO;NAO;NAO;NAO;;NAO;NAO
A404;3500000;12944;3;1;1;SIM;NAO;;NAO;NAO;0;NAO;NAO
A405;3493000;4900;3;;2;;NAO;NAO;NAO;NAO;0;NAO;NAO
A406;3465000;3060;3;1;1;SIM;NAO;NAO;NAO;NAO;0;;NAO
A407;3465000;5320;2;1;1;SIM;NAO;NAO;NAO;NAO;1;;
A408;3465000;2145;3;1;3;SIM;NAO;NAO;NAO;NAO;;;SIM
A409;3430000;4000;2;1;1;SIM;NAO;;NAO;NAO;0;;
A410;3430000;3185;;1;1;SIM;NAO;NAO;;NAO;2;;NAO
A411;3430000;3850;3;1;1;SIM;NAO;NAO;NAO;NAO;0;;NAO
A412;3430000;2145;3;1;3;SIM;NAO;NAO;NAO;NAO;0;;SIM
A413;3430000;2610;3;1;2;SIM;NAO;SIM;NAO;NAO;0;;NAO
A414;3430000;1950;3;2;2;SIM;NAO;SIM;NAO;NAO;0;;NAO
A415;3423000;4040;2;1;1;SIM;NAO;NAO;NAO;NAO;0;;NAO
A416;3395000;4785;3;1;2;SIM;SIM;SIM;NAO;SIM;1;;SIM
A417;3395000;3450;3;1;1;SIM;NAO;SIM;NAO;NAO;2;;NAO
A418;3395000;3640;2;;1;SIM;NAO;NAO;;NAO;0;;SIM
A419;3360000;3500;4;1;2;SIM;NAO;NAO;NAO;SIM;2;;NAO
A420;3360000;4960;;1;3;NAO;NAO;NAO;NAO;NAO;0;;PARCIALMENTE
A421;3360000;4120;2;1;2;SIM;NAO;NAO;NAO;NAO;0;;NAO
A422;3360000;4750;2;1;1;SIM;NAO;NAO;;NAO;;;NAO
A423;3360000;3720;;1;1;NAO;NAO;NAO;NAO;SIM;0;;NAO
A424;3360000;3750;;1;1;SIM;NAO;NAO;NAO;NAO;0;NAO;NAO
A425;3360000;3100;3;1;2;NAO;NAO;SIM;;NAO;0;NAO;PARCIALMENTE
A426;3360000;3185;2;1;1;SIM;NAO;SIM;NAO;NAO;2;NAO;SIM
A427;3353000;2700;;1;1;NAO;NAO;NAO;NAO;NAO;0;NAO;
A428;3332000;2145;3;1;2;SIM;NAO;SIM;;NAO;0;SIM;
A429;3325000;4040;2;1;1;SIM;NAO;NAO;NAO;NAO;1;NAO;
A430;3325000;4775;4;1;2;;NAO;NAO;NAO;NAO;0;NAO;
A431;3290000;2500;2;;1;NAO;NAO;NAO;;SIM;0;NAO;
A432;3290000;3180;4;1;2;SIM;NAO;SIM;NAO;SIM;0;NAO;
A433;3290000;6060;3;1;1;SIM;SIM;SIM;NAO;NAO;;NAO;
A434;3290000;3480;4;1;2;NAO;NAO;NAO;NAO;NAO;;NAO;
A435;3290000;3792;4;1;2;SIM;NAO;NAO;NAO;NAO;0;NAO;
A436;3290000;4040;2;1;1;SIM;NAO;NAO;NAO;NAO;0;NAO;
A437;3290000;2145;3;1;2;SIM;NAO;SIM;NAO;NAO;0;SIM;
A438;3290000;5880;3;1;1;SIM;NAO;NAO;;NAO;1;NAO;
A439;3255000;4500;2;;1;NAO;NAO;NAO;NAO;NAO;0;NAO;
A440;3255000;3930;2;1;1;NAO;NAO;;NAO;NAO;0;NAO;
A441;3234000;3640;4;;2;SIM;NAO;SIM;NAO;NAO;0;NAO;
A442;3220000;4370;3;1;2;SIM;NAO;NAO;NAO;NAO;0;NAO;
A443;3220000;2684;2;1;1;SIM;NAO;NAO;NAO;SIM;1;NAO;
A444;3220000;4320;3;1;1;NAO;NAO;;NAO;NAO;1;NAO;
A445;3220000;3120;3;1;2;NAO;NAO;NAO;NAO;NAO;0;NAO;
A446;3150000;3450;1;1;1;SIM;NAO;NAO;NAO;NAO;0;NAO;
A447;3150000;3986;2;2;1;NAO;SIM;SIM;NAO;NAO;1;NAO;
A448;3150000;3500;2;1;1;NAO;NAO;SIM;;NAO;;NAO;
A449;3150000;4095;2;1;1;SIM;NAO;;NAO;NAO;2;NAO;
A450;3150000;1650;3;1;2;NAO;NAO;SIM;NAO;NAO;0;NAO;
A451;3150000;3450;3;1;2;SIM;NAO;SIM;NAO;NAO;0;NAO;
A452;3150000;6750;2;1;1;SIM;NAO;;NAO;NAO;0;NAO;
A453;3150000;9000;3;1;2;SIM;NAO;NAO;NAO;NAO;2;NAO;
A454;3150000;3069;2;1;1;SIM;NAO;NAO;NAO;NAO;1;NAO;
A455;3143000;4500;3;1;2;SIM;NAO;NAO;NAO;SIM;0;NAO;
A456;3129000;5495;3;1;1;SIM;NAO;SIM;NAO;NAO;0;NAO;NAO
A457;3118850;2398;3;1;1;SIM;NAO;NAO;NAO;NAO;0;SIM;PARCIALMENTE
A458;3115000;3000;3;1;1;NAO;NAO;NAO;NAO;SIM;0;NAO;NAO
A459;3115000;3850;3;1;2;SIM;NAO;NAO;NAO;NAO;0;NAO;NAO
A460;3115000;3500;2;1;1;SIM;NAO;NAO;NAO;NAO;;NAO;NAO
A461;3087000;8100;2;1;1;SIM;NAO;NAO;NAO;NAO;1;NAO;NAO
A462;3080000;4960;2;;1;SIM;NAO;SIM;NAO;SIM;;NAO;
A463;3080000;2160;3;1;2;NAO;NAO;SIM;NAO;NAO;0;NAO;PARCIALMENTE
A464;3080000;3090;2;1;1;SIM;SIM;SIM;NAO;NAO;0;NAO;NAO
A465;3080000;4500;2;1;2;SIM;NAO;NAO;SIM;NAO;1;NAO;PARCIALMENTE
A466;3045000;3800;2;1;1;SIM;NAO;NAO;NAO;NAO;;NAO;NAO
A467;3010000;3090;3;1;2;NAO;NAO;NAO;;NAO;0;NAO;PARCIALMENTE
A468;3010000;3240;3;1;2;SIM;NAO;NAO;NAO;NAO;;NAO;PARCIALMENTE
A469;3010000;2835;2;1;1;SIM;NAO;NAO;NAO;NAO;0;NAO;PARCIALMENTE
A470;3010000;4600;2;;1;SIM;NAO;NAO;NAO;NAO;0;NAO;SIM
A471;3010000;5076;3;1;1;NAO;NAO;NAO;NAO;NAO;0;NAO;NAO
A472;3010000;3750;3;1;2;SIM;NAO;NAO;NAO;NAO;;NAO;NAO
A473;3010000;3630;4;1;2;SIM;;NAO;NAO;NAO;3;NAO;PARCIALMENTE
A474;3003000;8050;2;;1;SIM;;NAO;NAO;NAO;0;NAO;NAO
A475;2975000;4352;4;1;2;NAO;;NAO;NAO;NAO;1;NAO;
A476;2961000;3000;2;1;2;;;NAO;NAO;NAO;0;NAO;PARCIALMENTE
A477;2940000;5850;3;1;2;SIM;;SIM;NAO;NAO;1;NAO;NAO
A478;2940000;4960;2;1;1;SIM;;NAO;NAO;NAO;0;NAO;NAO
A479;2940000;3600;3;1;2;NAO;;NAO;;NAO;1;NAO;NAO
A480;2940000;3660;4;1;2;NAO;NAO;NAO;NAO;NAO;0;NAO;NAO
A481;2940000;3480;3;1;2;NAO;NAO;NAO;NAO;NAO;1;NAO;PARCIALMENTE
A482;2940000;2700;2;1;1;NAO;NAO;NAO;NAO;NAO;0;NAO;SIM
A483;2940000;3150;3;1;2;NAO;NAO;NAO;NAO;;0;NAO;NAO
A484;2940000;6615;3;;2;SIM;NAO;NAO;;NAO;0;NAO;PARCIALMENTE
A485;2870000;3040;2;1;1;NAO;NAO;NAO;NAO;NAO;0;NAO;NAO
A486;2870000;3630;2;1;1;SIM;NAO;NAO;NAO;NAO;;NAO;NAO
A487;2870000;6000;2;1;1;SIM;NAO;NAO;NAO;NAO;0;NAO;PARCIALMENTE
A488;2870000;5400;4;1;2;SIM;NAO;NAO;NAO;NAO;0;NAO;NAO
A489;2852500;5200;4;;3;SIM;NAO;NAO;NAO;NAO;0;NAO;NAO
A490;2835000;3300;3;1;2;NAO;NAO;NAO;NAO;NAO;1;NAO;PARCIALMENTE
A491;2835000;4350;3;;2;NAO;NAO;NAO;SIM;NAO;1;NAO;NAO
A492;2835000;2640;2;1;1;NAO;NAO;NAO;NAO;NAO;1;NAO;SIM
A493;2800000;2650;3;;2;SIM;NAO;SIM;NAO;NAO;1;NAO;NAO
A494;2800000;3960;3;1;1;SIM;NAO;NAO;NAO;NAO;0;NAO;SIM
A495;2730000;6800;2;1;1;SIM;NAO;NAO;NAO;NAO;0;NAO;NAO
A496;2730000;4000;3;;2;SIM;NAO;NAO;;NAO;1;NAO;NAO
A497;2695000;4000;2;1;1;SIM;NAO;NAO;;NAO;0;NAO;NAO
A498;2660000;3934;2;1;1;SIM;NAO;NAO;NAO;NAO;0;NAO;NAO
A499;2660000;2000;2;1;2;SIM;NAO;NAO;;NAO;0;NAO;PARCIALMENTE
A500;2660000;3630;;3;2;NAO;SIM;NAO;;NAO;;NAO;NAO
A501;2660000;2800;;;1;SIM;NAO;NAO;NAO;NAO;0;NAO;NAO
A502;2660000;2430;;1;1;NAO;NAO;NAO;NAO;NAO;0;NAO;NAO
A503;2660000;3480;2;;1;SIM;NAO;NAO;NAO;NAO;1;NAO;PARCIALMENTE
A504;2660000;4000;;1;1;SIM;NAO;NAO;NAO;NAO;0;NAO;PARCIALMENTE
A505;2653000;3185;;1;1;SIM;;NAO;NAO;SIM;0;NAO;NAO
A506;2653000;4000;3;;2;SIM;;NAO;NAO;SIM;0;NAO;NAO
A507;2604000;2910;2;1;1;NAO;;NAO;;NAO;0;NAO;NAO
A508;2590000;3600;2;1;1;SIM;;NAO;NAO;NAO;0;NAO;NAO
A509;2590000;4400;2;;1;SIM;;NAO;NAO;NAO;;NAO;NAO
A510;2590000;3600;2;2;2;SIM;;SIM;;NAO;;NAO;SIM
A511;2520000;2880;3;1;1;NAO;;NAO;NAO;NAO;0;NAO;NAO
A512;2520000;3180;;1;1;NAO;;NAO;NAO;NAO;0;NAO;NAO
A513;2520000;3000;2;1;2;SIM;;NAO;NAO;NAO;0;NAO;SIM
A514;2485000;4400;;1;2;SIM;NAO;NAO;NAO;NAO;0;NAO;NAO
A515;2485000;3000;3;1;2;NAO;NAO;NAO;NAO;NAO;0;NAO;PARCIALMENTE
A516;2450000;3210;3;1;2;SIM;NAO;SIM;NAO;NAO;0;NAO;NAO
A517;2450000;3240;2;1;1;NAO;SIM;;NAO;NAO;1;NAO;NAO
A518;2450000;3000;2;1;1;SIM;NAO;NAO;NAO;NAO;1;NAO;NAO
A519;2450000;3500;2;1;1;SIM;SIM;NAO;NAO;NAO;0;NAO;NAO
A520;2450000;4840;2;1;2;SIM;NAO;;NAO;NAO;0;NAO;NAO
A521;2450000;7700;2;1;1;SIM;NAO;NAO;NAO;NAO;0;NAO;NAO
A522;2408000;3635;2;1;1;NAO;NAO;NAO;NAO;NAO;0;NAO;NAO
A523;2380000;2475;3;1;2;SIM;NAO;NAO;NAO;NAO;0;NAO;SIM
A524;2380000;2787;4;2;2;SIM;NAO;NAO;NAO;NAO;0;NAO;SIM
A525;2380000;3264;2;1;1;SIM;NAO;NAO;;NAO;0;NAO;NAO
A526;2345000;3640;2;1;1;SIM;NAO;NAO;NAO;NAO;0;NAO;NAO
A527;2310000;3180;2;1;1;SIM;NAO;NAO;NAO;NAO;0;NAO;NAO
A528;2275000;1836;2;1;1;NAO;NAO;SIM;NAO;NAO;0;NAO;PARCIALMENTE
A529;2275000;3970;1;1;1;NAO;NAO;NAO;NAO;NAO;;NAO;NAO
A530;2275000;3970;3;1;2;SIM;NAO;SIM;NAO;NAO;0;NAO;NAO
A531;2240000;1950;3;1;1;NAO;NAO;NAO;SIM;;0;NAO;
A532;2233000;5300;3;1;1;NAO;NAO;NAO;NAO;;0;SIM;NAO
A533;2135000;3000;;1;1;NAO;NAO;;NAO;;0;NAO;NAO
A534;2100000;2400;3;1;2;SIM;NAO;;NAO;;0;NAO;NAO
A535;2100000;3000;4;1;2;SIM;NAO;NAO;NAO;;0;NAO;NAO
A536;2100000;3360;;1;1;SIM;NAO;NAO;NAO;;1;NAO;NAO
A537;1960000;3420;5;1;2;NAO;NAO;NAO;NAO;;0;NAO;NAO
A538;1890000;1700;3;1;2;SIM;NAO;NAO;NAO;;;NAO;NAO
A539;1890000;3649;2;1;1;SIM;NAO;NAO;;NAO;0;NAO;NAO
A540;1855000;2990;2;1;1;NAO;NAO;NAO;NAO;NAO;1;NAO;NAO
A541;1820000;3000;;1;1;SIM;NAO;SIM;NAO;NAO;2;NAO;NAO
A542;1767150;2400;3;1;1;NAO;NAO;NAO;NAO;NAO;0;NAO;PARCIALMENTE
A543;1750000;3620;2;1;1;SIM;NAO;NAO;NAO;NAO;0;NAO;NAO
A544;1750000;2910;;1;1;NAO;NAO;NAO;NAO;NAO;0;NAO;SIM
A545;1750000;3850;3;1;2;SIM;NAO;NAO;NAO;NAO;0;NAO;NAO
